sample_path|masked_WER|masked_num_wrong_words|total_masked_num_words|true_trans|masked_trans|masked_plcmos|masked_OVRL_raw|masked_SIG_raw|masked_BAK_raw|masked_OVRL|masked_SIG|masked_BAK|masked_P808_MOS|target_OVRL_raw_bigvgan|target_OVRL_raw_hifi_gan|target_SIG_raw_bigvgan|target_SIG_raw_hifi_gan|target_BAK_raw_bigvgan|target_BAK_raw_hifi_gan|target_OVRL_bigvgan|target_OVRL_hifi_gan|target_SIG_bigvgan|target_SIG_hifi_gan|target_BAK_bigvgan|target_BAK_hifi_gan|target_P808_MOS_bigvgan|target_P808_MOS_hifi_gan|OVRL_raw_bigvgan|OVRL_raw_hifi_gan|SIG_raw_bigvgan|SIG_raw_hifi_gan|BAK_raw_bigvgan|BAK_raw_hifi_gan|OVRL_bigvgan|OVRL_hifi_gan|SIG_bigvgan|SIG_hifi_gan|BAK_bigvgan|BAK_hifi_gan|P808_MOS_bigvgan|P808_MOS_hifi_gan|plcmos_target_init_bigvgan|plcmos_target_init_hifi_gan|LSD_init_bigvgan|LSD_init_hifi_gan|STOI_init_bigvgan|STOI_init_hifi_gan|PESQ_init_bigvgan|PESQ_init_hifi_gan|WER_bigvgan|WER_hifi_gan|trans_bigvgan|trans_hifi_gan|num_wrong_words_bigvgan|num_wrong_words_hifi_gan|total_num_words_bigvgan|total_num_words_hifi_gan|plcmos_pred_bigvgan|plcmos_pred_hifi_gan|LSD_bigvgan|LSD_hifi_gan|STOI_bigvgan|STOI_hifi_gan|PESQ_bigvgan|PESQ_hifi_gan
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=0.5_asr_start=320_mask=True/sample_2410|10.7143|3|28|then i long tried by natural ills received the comfort fast while budding at thy sight my pilgrim is staff gave out green leaves with morning dews impearled|then i long fried by natural illness received the comfort fast while budding at thy sight my pilgrim is staff gave out green leaves with morning dews imperiled|2.849|3.2198|3.5413|3.8053|2.9358|3.2749|3.8188|3.4476|3.8524|3.7149|4.2004|4.0433|4.1187|4.0944|3.339|3.256|3.6516|3.5683|3.9964|3.9845|3.6872|3.7921|3.8532|3.8048|4.19|4.1132|4.1522|4.2004|3.3394|3.3104|3.6461|3.6056|4.0145|4.0398|3.7815|3.8395|3.466|3.669|4.088|4.068|0.783|0.804|1.798|1.58|14.286|17.857|then i long tried by natural ills receiv would the comfort fast while budding at thy sight my pilgrim is staff gave out green leaves with morning dews imperl would|that i long tried by natural ills receiv would the comfort fast while budding at thy sight my pilgrim is staff gave out green leaves with morning dews imperl would|4|5|28|28|3.521|3.686|0.908|0.966|0.944|0.941|2.842|2.984
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=0.5_asr_start=320_mask=True/sample_2096|12.1212|4|33|before any could stop him he butted his majesty so furiously that the king soared far into the air and tumbled in a heap among the benches where he lay moaning and groaning|before any could stop him he butted his majesty so furiously that the king soared into the air and tumbled in shape among the benches where he was moaning and groaning|3.2585|3.2822|3.4047|4.1104|2.9783|3.1884|3.9936|3.49|3.9003|3.7622|4.121|4.0498|4.3415|4.1502|3.3674|3.2849|3.6102|3.5721|4.1083|4.0144|3.927|3.9742|3.8998|3.9308|4.1257|4.1701|4.3683|4.3218|3.3671|3.3852|3.6127|3.636|4.1207|4.0991|3.8656|3.9476|4.307|3.856|4.13|4.102|0.758|0.786|1.878|1.646|6.061|6.061|before any could stop him he butted his majesty so furiously that the king soared far into the air and tumbled in a teep among the benches where he was moaning and groaning|before any could stop him he butted his majesty so furiously that the king soared far into the air and tumbled in a teep among the benches where he was moaning and groaning|2|2|33|33|4.366|4.066|1.153|1.207|0.921|0.922|2.569|2.551
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=0.5_asr_start=320_mask=True/sample_2423|29.7297|11|37|0 little cloud the virgin said i charge thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah thel is like to thee|i am largely to tell me where thou complainest now when in one hour thou fade away then we shall suck thee but not find ah fell is like to thee|3.6709|3.4202|3.8529|3.7001|3.069|3.4615|3.7541|3.4588|3.66|3.7794|4.0717|4.1233|3.9434|4.0972|3.2219|3.2946|3.5837|3.6108|3.9011|3.9856|3.9531|3.9995|3.6568|3.8049|4.0556|4.1534|3.9784|4.1208|3.2199|3.3101|3.575|3.627|3.9207|3.9974|3.8844|3.9411|4.118|4.193|4.132|4.071|0.811|0.829|1.708|1.698|18.919|18.919|i charge thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah fell is like to thee|i charge thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah fell is like to thee|7|7|37|37|4.044|4.138|0.877|0.967|0.942|0.939|2.936|2.847
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=0.5_asr_start=320_mask=True/sample_208|11.1111|3|27|why do they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as we have done by the help of god|why do they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as well as them by the help of god|2.6603|3.5192|3.8386|3.837|3.1334|3.4541|3.839|3.4978|3.4088|3.7893|4.1029|4.1998|3.3468|3.9778|3.0621|3.3012|3.6005|3.6513|3.5131|3.9212|3.8827|3.7818|3.6535|3.742|4.2126|4.1813|3.6564|3.8341|3.2178|3.2725|3.658|3.6418|3.7251|3.8368|3.9212|3.7399|3.422|3.394|4.598|4.617|0.765|0.811|1.656|1.392|3.704|3.704|why did they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as we have done by the help of god|why did they not invade the catholic provinces and preach their doctrine to godless princes bishops and doctors as we have done by the help of god|1|1|27|27|3.497|3.508|0.966|1.026|0.927|0.926|2.564|2.587
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=0.5_asr_start=320_mask=True/sample_1864|15.7895|3|19|he detested the grasping disposition that would endeavor to take advantage of his evident desire to help young gates|he detested the grasping position that would endow to take advantage of his desire to help young gates|3.3414|3.5265|3.7382|4.1105|3.138|3.3951|3.9935|3.3957|3.3303|3.5884|3.6644|3.9038|3.8042|4.0389|3.0103|3.1774|3.3512|3.4914|3.8198|3.955|3.9698|3.9057|3.3398|3.6241|3.6632|3.9333|3.8255|4.0768|3.0167|3.1998|3.3505|3.5079|3.8328|3.9756|3.9548|3.9234|3.593|3.348|4.482|4.521|0.807|0.841|1.934|1.662|5.263|10.526|he detested the grasping disposition that would endow to take advantage of his evident desire to help young gates|he detested the grasping disposition that would end up to take advantage of his evident desire to help young gates|1|2|19|19|3.687|3.338|0.877|0.949|0.934|0.933|2.81|2.748
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=0.5_asr_start=320_mask=True/sample_2401|28.0|7|25|lives not alone nor or itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice|they are not and i will call the weak worm from its lowly bed and thou shalt hear its voice|2.4461|3.3624|3.707|3.7634|3.0317|3.3769|3.795|3.5012|3.8003|3.6767|4.1376|4.0924|4.181|4.0008|3.3079|3.2326|3.619|3.595|4.0302|3.9343|3.7741|3.932|3.8352|3.6792|4.1424|4.0778|4.2602|4.0052|3.3288|3.2341|3.6215|3.5873|4.0696|3.9368|3.7795|3.9186|3.054|3.363|4.126|4.124|0.786|0.808|1.56|1.424|12.0|12.0|lives not alone no of itself fear not and i will call the weak worm from his lowly bed and thou shalt hear its voice|lives not alone no of itself fear not and i will call the weak worm from his lowly bed and thou shalt hear its voice|3|3|25|25|2.89|3.284|1.072|1.13|0.926|0.927|2.7|2.759
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=0.5_asr_start=320_mask=True/sample_180|17.2414|5|29|that christ is very god is apparent in that paul ascribes to him divine powers equally with the father as for instance the power to dispense grace and peace|that christ is very god is apparent in that describes to him divine power equally with the father for instance the power to dismiss grace and peace|3.3257|3.585|3.8689|4.0288|3.1754|3.4716|3.9498|3.523|3.7652|3.7695|4.276|4.251|3.9238|3.8417|3.2868|3.2893|3.6902|3.6776|3.8908|3.8426|3.7369|3.7673|3.7637|3.7367|4.2076|4.1107|4.0058|3.9731|3.2858|3.2694|3.6554|3.6048|3.9371|3.9188|3.6965|3.7578|3.767|3.847|4.365|4.366|0.755|0.789|1.79|1.476|6.897|6.897|that christ is very god is apparent in that paul ascribes to him divine power equally with the father as for instance the power to dispose grace and peace|that christ is very god is apparent in that paul ascribes to him divine power equally with the father as for instance the power to dispose grace and peace|2|2|29|29|3.744|3.893|1.172|1.23|0.93|0.928|2.404|2.407
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=0.5_asr_start=320_mask=True/sample_2035|0.0|0|17|for like as not they must have thought him a prince when they saw his fine cap|for like as not they must have thought him a prince when they saw his fine cap|2.9301|3.7358|3.8849|4.4314|3.2688|3.4806|4.1491|3.7164|3.9173|3.8184|4.1125|4.0297|4.4334|4.4067|3.3773|3.3187|3.6057|3.5612|4.15|4.138|4.1403|4.053|3.9266|3.8914|4.1423|4.1076|4.3869|4.4009|3.3828|3.3621|3.6215|3.6031|4.129|4.1353|4.2155|4.1341|4.099|3.827|3.945|3.94|0.775|0.798|1.747|1.61|0.0|0.0|for like as not they must have thought him a prince when they saw his fine cap|for like as not they must have thought him a prince when they saw his fine cap|0|0|17|17|4.116|3.831|1.018|1.059|0.924|0.923|2.373|2.323
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=0.5_asr_start=320_mask=True/sample_1083|0.0|0|29|ruth was glad to hear that philip had made a push into the world and she was sure that his talent and courage would make a way for him|ruth was glad to hear that philip had made a push into the world and she was sure that his talent and courage would make a way for him|2.7341|3.4597|3.5752|4.2613|3.0941|3.2944|4.0697|3.2299|3.3249|3.597|3.5785|3.8282|4.0443|4.1918|3.0066|3.1825|3.2983|3.4476|3.9577|4.0355|4.0128|3.8491|3.4254|3.6521|3.6405|3.8901|4.1766|4.19|3.0727|3.2171|3.3364|3.4832|4.0278|4.0346|4.0098|3.7777|3.497|3.616|4.473|4.483|0.816|0.84|1.785|1.707|0.0|0.0|ruth was glad to hear that philip had made a push into the world and she was sure that his talent and courage would make a way for him|ruth was glad to hear that philip had made a push into the world and she was sure that his talent and courage would make a way for him|0|0|29|29|3.478|3.633|0.835|0.926|0.949|0.952|2.721|2.814
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_1885|6.4516|2|31|it was a serious crime indeed mister watson told them and tom gates bade fair to serve a lengthy term in state is prison as a consequence of his rash act|it was a serious crime indeed mister watson told them tom gates bade fair to serve a lengthy term in the state is prison as a consequence of his rash act|3.2348|3.5638|3.9331|4.0017|3.1619|3.5079|3.9348|3.6528|3.4608|3.2715|4.0267|3.9371|3.5682|3.3915|3.096|2.9711|3.5596|3.5102|3.6693|3.5469|4.0358|3.9322|3.4006|3.5082|4.0192|4.019|3.4175|3.7408|3.0568|3.1265|3.5556|3.5554|3.5654|3.781|3.9579|3.9181|3.592|3.666|4.193|4.244|0.8|0.849|1.895|1.803|19.355|16.129|it was a serious crime indeed mister watson told them that tom gates bade fair to serve a lengthy term in the states of choice and as a consequence of his rash act|it was a serious crime indeed mister watson told them tom gates bade fair to serve a lengthy term in the states of queensland as a consequence of his rash act|6|5|31|31|3.61|3.819|0.921|0.995|0.928|0.933|2.651|2.692
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_2162|3.3333|1|30|we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted and fulfilled merits|we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted in fulfilled merits|3.2912|3.1389|3.383|3.8359|2.8797|3.1726|3.8385|3.7139|3.2119|3.2201|3.8311|3.7623|3.3652|3.4142|2.9302|2.9362|3.4496|3.4097|3.5262|3.5624|3.9863|4.0332|3.1309|3.1604|3.7969|3.7325|3.2176|3.2896|2.8746|2.8954|3.4297|3.3919|3.417|3.4719|3.9322|4.0046|4.137|4.127|4.139|4.217|0.846|0.873|2.177|1.961|3.333|3.333|we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted in fulfilled merits|we have always thought that it was sometimes a courageous act and at least a simple and useful deed worthy of the sympathetic attention which duty accepted in fulfilled merits|1|1|30|30|4.021|4.069|0.994|1.038|0.936|0.935|3.087|3.078
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_69|3.7037|1|27|in the modern well constructed play he simply rings up an imaginary confederate and tells him what he is going to do could anything be more natural|in the modern well constructed play he simply rings an imaginary confederate and tells him what he is going to do could anything be more natural|3.1872|3.4142|3.8106|3.7788|3.0655|3.4379|3.8013|3.8647|3.4206|3.1879|4.0198|3.8901|3.4941|3.2292|3.0694|2.9141|3.5558|3.4836|3.615|3.4253|4.1419|3.9569|3.4391|3.3321|4.0762|4.0296|3.434|3.3311|3.0813|3.0114|3.5863|3.5612|3.5745|3.5023|4.1194|3.8111|3.716|3.689|4.192|4.179|0.777|0.791|1.656|1.441|0.0|0.0|in the modern well constructed play he simply rings up an imaginary confederate and tells him what he is going to do could anything be more natural|in the modern well constructed play he simply rings up an imaginary confederate and tells him what he is going to do could anything be more natural|0|0|27|27|3.573|3.57|1.108|1.193|0.907|0.898|2.326|2.353
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_317|6.0606|2|33|on the contrary he resolved to tell them that repenting of his violence and moved by her tears he had only carried her half way towards his house and then let her go|on the contrary he resolved to tell them that repenting of his violence and moved by his fears he had only carried her half way towards his house and then let her go|3.5924|3.8416|4.033|4.3013|3.3326|3.5631|4.0894|4.0157|4.1358|4.1488|4.3242|4.3603|4.5219|4.5408|3.502|3.5092|3.7142|3.732|4.1881|4.1959|4.1134|4.2512|4.1418|4.124|4.3294|4.3188|4.5295|4.5382|3.5054|3.4954|3.7168|3.7115|4.1912|4.1949|4.0661|4.2348|4.439|4.446|3.852|3.871|0.833|0.855|1.889|1.733|3.03|6.061|on the contrary he resolved to tell them that repenting of this violence and moved by her tears he had only carried her half way towards his house and then let her go|on the contrary he resolved to tell them that repenting of this violence and moved by her dears he had only carried her half way towards his house and then let her go|1|2|33|33|4.336|4.389|1.156|1.2|0.927|0.928|2.587|2.541
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_1861|11.1111|4|36|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and the only one within the memory of man where the neighbors and country people had been invited guests|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and only when within the memory of the man where the neighbors and country people had been the invited guests|3.0197|3.2067|3.6603|3.504|2.9269|3.3479|3.6251|3.8073|3.3123|3.3744|3.7742|3.8339|3.5504|3.6179|2.9961|3.0393|3.4146|3.451|3.6547|3.7021|3.9867|4.1413|3.4461|3.243|3.8577|3.7167|3.7704|3.5896|3.0778|2.9507|3.4594|3.3814|3.7787|3.6823|3.9801|4.1414|3.597|3.56|4.42|4.403|0.828|0.869|1.894|1.767|2.778|2.778|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and the only one within the memory of man where the neighbors and country people had been the invited guests|this was the 1st occasion within a generation when such an entertainment had been given at elmhurst and the only one within the memory of man where the neighbors and country people had been the invited guests|1|1|36|36|3.577|3.568|0.942|1.002|0.934|0.934|2.686|2.609
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_1962|0.0|0|24|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|2.9779|3.805|4.0159|4.3383|3.3107|3.5538|4.1068|3.7908|4.1525|4.1015|4.3587|4.2922|4.518|4.5138|3.5113|3.4828|3.7312|3.6983|4.1864|4.1847|4.0229|4.1674|4.1265|4.0752|4.3074|4.269|4.5325|4.5046|3.4968|3.4681|3.7059|3.6866|4.1925|4.1808|4.0975|3.9554|4.094|4.381|3.993|4.007|0.742|0.763|1.74|1.479|4.167|0.0|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad at its widening tail|the dull light fell more faintly upon the page whereon another equation began to unfold itself slowly and to spread abroad its widening tail|1|0|24|24|3.849|4.268|0.969|1.035|0.917|0.917|2.692|2.747
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_80|0.0|0|18|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|3.0611|3.5493|3.9738|3.9047|3.1526|3.5305|3.8789|3.4101|3.688|3.5497|4.2368|4.1231|3.7089|3.5356|3.2391|3.1529|3.6703|3.6112|3.7581|3.6472|3.8862|3.9893|3.6072|3.4459|4.1936|4.0901|3.6275|3.3892|3.1892|3.0859|3.6481|3.5938|3.7081|3.5435|3.7938|3.8985|2.962|3.444|3.902|3.928|0.802|0.855|1.987|1.828|0.0|0.0|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|he reckoned therefore not only upon ascertaining the extent of the late catastrophe but upon learning its cause|0|0|18|18|3.108|3.497|1.011|1.088|0.917|0.927|2.925|2.897
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_1816|0.0|0|30|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|3.083|3.7141|3.8559|4.3897|3.2556|3.4641|4.1304|3.7334|3.8302|4.0841|4.1544|4.2502|4.1371|4.5109|3.3258|3.4731|3.6278|3.6771|4.0075|4.1834|3.9348|4.0987|3.8718|4.0491|4.1524|4.2132|4.2591|4.4943|3.3506|3.4533|3.6268|3.6583|4.0689|4.1764|4.0134|4.1374|4.148|4.204|3.93|3.936|0.762|0.785|1.734|1.522|0.0|0.0|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|a gramophone by the help of suitable records might relate to us the incidents of its past and people are not so different from gramophones as they like to believe|0|0|30|30|4.122|4.2|1.007|1.08|0.925|0.921|2.571|2.645
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_1529|0.0|0|25|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|3.735|2.9592|3.7498|2.9429|2.7536|3.4024|3.1963|3.7291|3.7544|3.5741|4.1239|3.9872|3.9425|3.7822|3.2798|3.1681|3.6115|3.5378|3.9008|3.8059|4.0976|4.1476|3.4144|3.3536|4.0131|4.1042|3.3938|3.1699|3.0656|3.0256|3.5517|3.6012|3.5474|3.3808|4.1544|4.1672|4.633|4.461|4.147|4.181|0.813|0.831|2.033|1.813|4.0|0.0|he selected a small gold bottle with a pepper box tub so that the powder might be sprinkled on any object through the small holes|he selected a small gold bottle with a pepper box top so that the powder might be sprinkled on any object through the small holes|1|0|25|25|4.624|4.431|0.903|0.925|0.942|0.941|2.964|2.972
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_1667|2.8571|1|35|1000s of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|1000s of handkerchiefs were waving above the tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|3.2254|3.1793|3.5074|3.6326|2.9075|3.2528|3.71|3.6776|3.7049|3.605|4.1208|4.0172|3.8568|3.7955|3.2498|3.1852|3.61|3.554|3.8503|3.8051|3.9196|3.9577|3.1798|3.0993|4.09|4.0395|2.9979|2.8981|2.9028|2.8471|3.5936|3.5662|3.2117|3.1364|3.8247|3.8117|3.601|3.688|4.448|4.52|0.859|0.88|2.038|1.794|0.0|0.0|1000s of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|1000s of handkerchiefs were waving above these tightly packed masses hailing the abraham lincoln until it reached the waters of the hudson river at the tip of the long peninsula that forms new york city|0|0|35|35|3.567|3.521|0.956|1.005|0.95|0.949|3.003|3.049
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_304|5.1282|2|39|time rolled on the hour of her delivery arrived it took place in the utmost secrecy her mother taking upon her the office of midwife and she gave birth to a son one of the most beautiful ever seen|time rolled on the hour of her delivery arrived it took place in the most secrecy her mother taking upon her the awe of midwife and she gave birth to a son one of the most beautiful ever seen|3.5473|3.9849|4.1261|4.5479|3.4163|3.6127|4.1987|3.6053|3.9632|4.0695|4.3296|4.2998|4.1327|4.4523|3.4036|3.4647|3.7169|3.702|4.0003|4.1573|4.04|4.0471|3.9698|4.0209|4.2441|4.2287|4.303|4.4431|3.4079|3.437|3.674|3.6661|4.0895|4.1532|3.9011|3.8717|4.572|4.542|4.067|4.135|0.765|0.789|1.691|1.57|2.564|7.692|time rolled on the hour of her delivery arrived it took place in the putmos secrecy her mother taking upon her the office of midwife and she gave birth to a son one of the most beautiful ever seen|time rolled on the hour of her delivery arrived it took place in the putma is secrecy her mother taking upon her the office of midwife as she gave birth to a son one of the most beautiful ever seen|1|3|39|39|4.509|4.453|1.142|1.186|0.919|0.92|2.65|2.645
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_1809|0.0|0|27|this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory|this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory|3.0038|3.6412|3.7984|4.343|3.2105|3.4309|4.109|3.6844|4.0311|3.9508|4.2517|4.1422|4.4094|4.4479|3.443|3.3969|3.6779|3.6214|4.1394|4.1564|4.1389|4.1049|3.7933|3.7938|4.1298|4.0709|4.1186|4.262|3.3037|3.304|3.6149|3.5835|3.9979|4.0705|3.7662|3.7971|4.254|4.405|3.64|3.667|0.777|0.82|1.834|1.683|0.0|0.0|this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory|this distinction is vital to the understanding of memory but it is not so easy to carry out in practice as it is to draw in theory|0|0|27|27|3.678|3.7|1.076|1.172|0.905|0.902|2.625|2.533
DiT_Anechoic_LibSp_conditional-masked-melspec_w-masked-pix=1/dit-net_dim768_depth18_heads12_dim-head64_dropout0.1_ff_mult2_T400_betaT0.02/repeat_all_freq-length=25_skip=150_cp=112000_mel_text=True_ASR/w1=0.8_w2=1.5_asr_start=320_mask=True/sample_582|5.8824|1|17|the atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters|the atmosphere is charged with vapors pervaded by the electricity generated by the evaporation of saline waters|3.3364|3.3858|3.5949|4.1628|3.0468|3.3085|4.0207|3.667|3.8878|3.5517|4.1506|3.8545|4.4003|4.105|3.3596|3.154|3.6255|3.4632|4.1346|3.9902|3.9919|4.1339|3.7723|3.4793|4.0539|3.7988|4.3005|4.0248|3.2906|3.1077|3.5741|3.4311|4.0881|3.9465|3.8984|4.0711|4.143|4.19|4.176|4.232|0.805|0.837|1.713|1.555|0.0|0.0|the atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters|the atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters|0|0|17|17|4.17|4.221|0.91|0.963|0.938|0.934|2.641|2.674
